name	linking_url
V. S. Naipaul	https://fr.wikipedia.org/wiki/V._S._Naipaul
Vladimir Poutine	https://fr.wikipedia.org/wiki/Vladimir_Poutine
William Gibson	https://fr.wikipedia.org/wiki/William_Gibson
Wernher von Braun	https://fr.wikipedia.org/wiki/Wernher_von_Braun
Yasser Arafat	https://fr.wikipedia.org/wiki/Yasser_Arafat
Umezawa Yukari	https://fr.wikipedia.org/wiki/Umezawa_Yukari
Youri Gagarine	https://fr.wikipedia.org/wiki/Youri_Gagarine
Hideki Tōjō	https://fr.wikipedia.org/wiki/Hideki_Tōjō
Ievgueni Zamiatine	https://fr.wikipedia.org/wiki/Ievgueni_Zamiatine
Henri Poincaré	https://fr.wikipedia.org/wiki/Henri_Poincaré
Laurent Schwartz	https://fr.wikipedia.org/wiki/Laurent_Schwartz_(mathématicien)
Jean-Bernard Pouy	https://fr.wikipedia.org/wiki/Jean-Bernard_Pouy
John von Neumann	https://fr.wikipedia.org/wiki/John_von_Neumann
Jan van Eyck	https://fr.wikipedia.org/wiki/Jan_van_Eyck
Jean-Paul II	https://fr.wikipedia.org/wiki/Jean-Paul_II
John Ruskin	https://fr.wikipedia.org/wiki/John_Ruskin
William Morris	https://fr.wikipedia.org/wiki/William_Morris
Samuel Bing	https://fr.wikipedia.org/wiki/Samuel_Bing
Jean le Baptiste	https://fr.wikipedia.org/wiki/Jean_le_Baptiste
Cuauhtémoc Cárdenas	https://fr.wikipedia.org/wiki/Cuauhtémoc_Cárdenas
Alan Greenspan	https://fr.wikipedia.org/wiki/Alan_Greenspan
Ernesto Zedillo	https://fr.wikipedia.org/wiki/Ernesto_Zedillo
Valéry Giscard d'Estaing	https://fr.wikipedia.org/wiki/Valéry_Giscard_d'Estaing
Ernest Pérochon	https://fr.wikipedia.org/wiki/Ernest_Pérochon
Alain Juppé	https://fr.wikipedia.org/wiki/Alain_Juppé
William Golding	https://fr.wikipedia.org/wiki/William_Golding
Oussama ben Laden	https://fr.wikipedia.org/wiki/Oussama_ben_Laden
Charles Maurras	https://fr.wikipedia.org/wiki/Charles_Maurras
Paul VI	https://fr.wikipedia.org/wiki/Paul_VI
Jean XXIII	https://fr.wikipedia.org/wiki/Jean_XXIII
Pie XI	https://fr.wikipedia.org/wiki/Pie_XI
Benoît XV	https://fr.wikipedia.org/wiki/Benoît_XV
Pie X	https://fr.wikipedia.org/wiki/Pie_X
Léon XIII	https://fr.wikipedia.org/wiki/Léon_XIII
Pie IX	https://fr.wikipedia.org/wiki/Pie_IX
Grégoire XVI	https://fr.wikipedia.org/wiki/Grégoire_XVI
Pie VIII	https://fr.wikipedia.org/wiki/Pie_VIII
Léon XII	https://fr.wikipedia.org/wiki/Léon_XII
Pie VII	https://fr.wikipedia.org/wiki/Pie_VII
Grégoire XIII	https://fr.wikipedia.org/wiki/Grégoire_XIII
Pie V	https://fr.wikipedia.org/wiki/Pie_V
Clément XI	https://fr.wikipedia.org/wiki/Clément_XI
Georges Bernanos	https://fr.wikipedia.org/wiki/Georges_Bernanos
Innocent XIII	https://fr.wikipedia.org/wiki/Innocent_XIII
Benoît XIII	https://fr.wikipedia.org/wiki/Benoît_XIII_(pape)
Clément XII	https://fr.wikipedia.org/wiki/Clément_XII
Benoît XIV	https://fr.wikipedia.org/wiki/Benoît_XIV
Solomon W. Golomb	https://fr.wikipedia.org/wiki/Solomon_W._Golomb
Trygve Lie	https://fr.wikipedia.org/wiki/Trygve_Lie
Pierre Lévy	https://fr.wikipedia.org/wiki/Pierre_Lévy_(philosophe)
Georges Perec	https://fr.wikipedia.org/wiki/Georges_Perec
Umberto Eco	https://fr.wikipedia.org/wiki/Umberto_Eco
Fermin Muguruza	https://fr.wikipedia.org/wiki/Fermin_Muguruza
Alan Cox	https://fr.wikipedia.org/wiki/Alan_Cox
Albert Collins	https://fr.wikipedia.org/wiki/Albert_Collins
Georges Pompidou	https://fr.wikipedia.org/wiki/Georges_Pompidou
Sophie Marceau	https://fr.wikipedia.org/wiki/Sophie_Marceau
Alfred Dreyfus	https://fr.wikipedia.org/wiki/Alfred_Dreyfus
Guy de Maupassant	https://fr.wikipedia.org/wiki/Guy_de_Maupassant
Gustave Flaubert	https://fr.wikipedia.org/wiki/Gustave_Flaubert
Paul Cézanne	https://fr.wikipedia.org/wiki/Paul_Cézanne
Claude Monet	https://fr.wikipedia.org/wiki/Claude_Monet
Daniel Pennac	https://fr.wikipedia.org/wiki/Daniel_Pennac
Léopold Sédar Senghor	https://fr.wikipedia.org/wiki/Léopold_Sédar_Senghor
Pie VI	https://fr.wikipedia.org/wiki/Pie_VI
Clément XIV	https://fr.wikipedia.org/wiki/Clément_XIV
Clément XIII	https://fr.wikipedia.org/wiki/Clément_XIII
John Steinbeck	https://fr.wikipedia.org/wiki/John_Steinbeck
Alice Sapritch	https://fr.wikipedia.org/wiki/Alice_Sapritch
Rasmus Lerdorf	https://fr.wikipedia.org/wiki/Rasmus_Lerdorf
Jean-Jacques Goldman	https://fr.wikipedia.org/wiki/Jean-Jacques_Goldman
Michel Houellebecq	https://fr.wikipedia.org/wiki/Michel_Houellebecq
Bram Stoker	https://fr.wikipedia.org/wiki/Bram_Stoker
Tina Turner	https://fr.wikipedia.org/wiki/Tina_Turner
Luc Ferry	https://fr.wikipedia.org/wiki/Luc_Ferry
Jean-Pierre Raffarin	https://fr.wikipedia.org/wiki/Jean-Pierre_Raffarin
Jack Lang	https://fr.wikipedia.org/wiki/Jack_Lang
Guy Bedos	https://fr.wikipedia.org/wiki/Guy_Bedos
Daniel Cohn-Bendit	https://fr.wikipedia.org/wiki/Daniel_Cohn-Bendit
Daniel Gélin	https://fr.wikipedia.org/wiki/Daniel_Gélin
Victor Horta	https://fr.wikipedia.org/wiki/Victor_Horta
Wilbur Smith	https://fr.wikipedia.org/wiki/Wilbur_Smith
Samuel Morse	https://fr.wikipedia.org/wiki/Samuel_Morse
Virgile	https://fr.wikipedia.org/wiki/Virgile
Donatien Alphonse François de Sade	https://fr.wikipedia.org/wiki/Donatien_Alphonse_François_de_Sade
Clément Ader	https://fr.wikipedia.org/wiki/Clément_Ader
Louis Blériot	https://fr.wikipedia.org/wiki/Louis_Blériot
Georges Guynemer	https://fr.wikipedia.org/wiki/Georges_Guynemer
Jean Mermoz	https://fr.wikipedia.org/wiki/Jean_Mermoz
Élisabeth Báthory	https://fr.wikipedia.org/wiki/Élisabeth_Báthory
Vitruve	https://fr.wikipedia.org/wiki/Vitruve
George Herbert	https://fr.wikipedia.org/wiki/George_Herbert_(égyptologue)
Gaston Maspero	https://fr.wikipedia.org/wiki/Gaston_Maspero
Jorge Luis Borges	https://fr.wikipedia.org/wiki/Jorge_Luis_Borges
Wilhelm Ostwald	https://fr.wikipedia.org/wiki/Wilhelm_Ostwald
Raoul Salan	https://fr.wikipedia.org/wiki/Raoul_Salan
Mohamed Boudiaf	https://fr.wikipedia.org/wiki/Mohamed_Boudiaf
Ouadji	https://fr.wikipedia.org/wiki/Ouadji
André Martinet	https://fr.wikipedia.org/wiki/André_Martinet
Péter Hajdú	https://fr.wikipedia.org/wiki/Péter_Hajdú
Gustave Thibon	https://fr.wikipedia.org/wiki/Gustave_Thibon
Jack Vance	https://fr.wikipedia.org/wiki/Jack_Vance
Giorgione	https://fr.wikipedia.org/wiki/Giorgione
Stefan Zweig	https://fr.wikipedia.org/wiki/Stefan_Zweig
Maurice Couve de Murville	https://fr.wikipedia.org/wiki/Maurice_Couve_de_Murville
Alain Gillot-Pétré	https://fr.wikipedia.org/wiki/Alain_Gillot-Pétré
Marguerite Duras	https://fr.wikipedia.org/wiki/Marguerite_Duras
Milan Kundera	https://fr.wikipedia.org/wiki/Milan_Kundera
Amélie Nothomb	https://fr.wikipedia.org/wiki/Amélie_Nothomb
Harry S. Truman	https://fr.wikipedia.org/wiki/Harry_S._Truman
Louise de Vilmorin	https://fr.wikipedia.org/wiki/Louise_de_Vilmorin
Mohandas Karamchand Gandhi	https://fr.wikipedia.org/wiki/Mohandas_Karamchand_Gandhi
Tallinn	https://fr.wikipedia.org/wiki/Tallinn
Henry David Thoreau	https://fr.wikipedia.org/wiki/Henry_David_Thoreau
Innocent XII	https://fr.wikipedia.org/wiki/Innocent_XII
Frederick Gowland Hopkins	https://fr.wikipedia.org/wiki/Frederick_Gowland_Hopkins
Robert Escarpit	https://fr.wikipedia.org/wiki/Robert_Escarpit
Jean-Jacques Sempé	https://fr.wikipedia.org/wiki/Jean-Jacques_Sempé
Glenn Gould	https://fr.wikipedia.org/wiki/Glenn_Gould
José Saramago	https://fr.wikipedia.org/wiki/José_Saramago
António Lobo Antunes	https://fr.wikipedia.org/wiki/António_Lobo_Antunes
Eça de Queirós	https://fr.wikipedia.org/wiki/Eça_de_Queirós
Fernando Pessoa	https://fr.wikipedia.org/wiki/Fernando_Pessoa
Robert Hossein	https://fr.wikipedia.org/wiki/Robert_Hossein
Timothy Findley	https://fr.wikipedia.org/wiki/Timothy_Findley
Pascal Quignard	https://fr.wikipedia.org/wiki/Pascal_Quignard
Lanza del Vasto	https://fr.wikipedia.org/wiki/Lanza_del_Vasto
Théophile Gautier	https://fr.wikipedia.org/wiki/Théophile_Gautier
Chrétien de Troyes	https://fr.wikipedia.org/wiki/Chrétien_de_Troyes
Pierre de Fermat	https://fr.wikipedia.org/wiki/Pierre_de_Fermat
Marie	https://fr.wikipedia.org/wiki/Marie_(mère_de_Jésus)
Martin Luther King	https://fr.wikipedia.org/wiki/Martin_Luther_King
Jean-Marie Muller	https://fr.wikipedia.org/wiki/Jean-Marie_Muller
Étienne de La Boétie	https://fr.wikipedia.org/wiki/Étienne_de_La_Boétie
Homère	https://fr.wikipedia.org/wiki/Homère
Euclide	https://fr.wikipedia.org/wiki/Euclide
Theodore Roosevelt	https://fr.wikipedia.org/wiki/Theodore_Roosevelt
Bobby Fischer	https://fr.wikipedia.org/wiki/Bobby_Fischer
Alan Turing	https://fr.wikipedia.org/wiki/Alan_Turing
Blaise Pascal	https://fr.wikipedia.org/wiki/Blaise_Pascal
Joe Strummer	https://fr.wikipedia.org/wiki/Joe_Strummer
Michel Tournier	https://fr.wikipedia.org/wiki/Michel_Tournier
Pierre Boulez	https://fr.wikipedia.org/wiki/Pierre_Boulez
Louis-Ferdinand Céline	https://fr.wikipedia.org/wiki/Louis-Ferdinand_Céline
Ulf Grahn	https://fr.wikipedia.org/wiki/Ulf_Grahn
Wolfgang Amadeus Mozart	https://fr.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart
Charles Messier	https://fr.wikipedia.org/wiki/Charles_Messier
Michel Rocard	https://fr.wikipedia.org/wiki/Michel_Rocard
Albert Jacquard	https://fr.wikipedia.org/wiki/Albert_Jacquard
Djer	https://fr.wikipedia.org/wiki/Djer
François-André Danican Philidor	https://fr.wikipedia.org/wiki/François-André_Danican_Philidor
Wilhelm Steinitz	https://fr.wikipedia.org/wiki/Wilhelm_Steinitz
Emanuel Lasker	https://fr.wikipedia.org/wiki/Emanuel_Lasker
Alexandre Alekhine	https://fr.wikipedia.org/wiki/Alexandre_Alekhine
Max Euwe	https://fr.wikipedia.org/wiki/Max_Euwe
Mikhaïl Botvinnik	https://fr.wikipedia.org/wiki/Mikhaïl_Botvinnik
Vassily Smyslov	https://fr.wikipedia.org/wiki/Vassily_Smyslov
Mikhaïl Tal	https://fr.wikipedia.org/wiki/Mikhaïl_Tal
Tigran Petrossian	https://fr.wikipedia.org/wiki/Tigran_Petrossian
Boris Spassky	https://fr.wikipedia.org/wiki/Boris_Spassky
Anatoli Karpov	https://fr.wikipedia.org/wiki/Anatoli_Karpov
Paul Keres	https://fr.wikipedia.org/wiki/Paul_Keres
Ernest Rutherford	https://fr.wikipedia.org/wiki/Ernest_Rutherford
Garry Kasparov	https://fr.wikipedia.org/wiki/Garry_Kasparov
Viswanathan Anand	https://fr.wikipedia.org/wiki/Viswanathan_Anand
Ruslan Ponomariov	https://fr.wikipedia.org/wiki/Ruslan_Ponomariov
Vladimir Kramnik	https://fr.wikipedia.org/wiki/Vladimir_Kramnik
Viktor Kortchnoï	https://fr.wikipedia.org/wiki/Viktor_Kortchnoï
Richard Feynman	https://fr.wikipedia.org/wiki/Richard_Feynman
Albert Einstein	https://fr.wikipedia.org/wiki/Albert_Einstein
Orson Scott Card	https://fr.wikipedia.org/wiki/Orson_Scott_Card
Fabre d'Églantine	https://fr.wikipedia.org/wiki/Fabre_d'Églantine
Niklaus Wirth	https://fr.wikipedia.org/wiki/Niklaus_Wirth
Humphry Davy	https://fr.wikipedia.org/wiki/Humphry_Davy
Carlos Castaneda	https://fr.wikipedia.org/wiki/Carlos_Castaneda
Léo Malet	https://fr.wikipedia.org/wiki/Léo_Malet
Tsukasa Hōjō	https://fr.wikipedia.org/wiki/Tsukasa_Hōjō
CLAMP	https://fr.wikipedia.org/wiki/CLAMP
Yū Watase	https://fr.wikipedia.org/wiki/Yū_Watase
Kaori Yuki	https://fr.wikipedia.org/wiki/Kaori_Yuki
Buronson	https://fr.wikipedia.org/wiki/Buronson
Yoshihiro Togashi	https://fr.wikipedia.org/wiki/Yoshihiro_Togashi
Masakazu Katsura	https://fr.wikipedia.org/wiki/Masakazu_Katsura
Ken Akamatsu	https://fr.wikipedia.org/wiki/Ken_Akamatsu
Akira Toriyama	https://fr.wikipedia.org/wiki/Akira_Toriyama
Maurice Pialat	https://fr.wikipedia.org/wiki/Maurice_Pialat
Jean Racine	https://fr.wikipedia.org/wiki/Jean_Racine
François Rabelais	https://fr.wikipedia.org/wiki/François_Rabelais
Tom Clancy	https://fr.wikipedia.org/wiki/Tom_Clancy
J. R. R. Tolkien	https://fr.wikipedia.org/wiki/J._R._R._Tolkien
Dmitri Mendeleïev	https://fr.wikipedia.org/wiki/Dmitri_Mendeleïev
Carl Sassenrath	https://fr.wikipedia.org/wiki/Carl_Sassenrath
Louis le Pieux	https://fr.wikipedia.org/wiki/Louis_le_Pieux
Louis II le Bègue	https://fr.wikipedia.org/wiki/Louis_II_le_Bègue
