name	linking_url
Rhône-Alpes	https://fr.wikipedia.org/wiki/Rhône-Alpes
Rhône	https://fr.wikipedia.org/wiki/Rhône
République démocratique du Congo	https://fr.wikipedia.org/wiki/République_démocratique
Redmond (Washington)	https://fr.wikipedia.org/wiki/Redmond_(Washington)
République dominicaine	https://fr.wikipedia.org/wiki/République_dominicaine
Saône-et-Loire	https://fr.wikipedia.org/wiki/Saône-et-Loire
Sarthe (département)	https://fr.wikipedia.org/wiki/Sarthe_(département)
Savoie (département)	https://fr.wikipedia.org/wiki/Savoie_(département)
Seine-et-Marne	https://fr.wikipedia.org/wiki/Seine-et-Marne
Seine-Saint-Denis	https://fr.wikipedia.org/wiki/Seine-Saint-Denis
Sapporo	https://fr.wikipedia.org/wiki/Sapporo
Suisse	https://fr.wikipedia.org/wiki/Suisse
Salt Lake City	https://fr.wikipedia.org/wiki/Salt_Lake
Seto	https://fr.wikipedia.org/wiki/Seto
Santiago	https://fr.wikipedia.org/wiki/Santiago
Shinjuku	https://fr.wikipedia.org/wiki/Shinjuku
Sahara	https://fr.wikipedia.org/wiki/Sahara
Seine	https://fr.wikipedia.org/wiki/Seine
Stanley Kubrick	https://fr.wikipedia.org/wiki/Stanley_Kubrick
Shikoku	https://fr.wikipedia.org/wiki/Shikoku
Sénégal	https://fr.wikipedia.org/wiki/Sénégal
Saint-Marin	https://fr.wikipedia.org/wiki/Saint-Marin
Séville	https://fr.wikipedia.org/wiki/Séville
Shibuya	https://fr.wikipedia.org/wiki/Shibuya
Soudan	https://fr.wikipedia.org/wiki/Soudan
Sommet mondial sur le développement durable	https://fr.wikipedia.org/wiki/Sommet_mondial
Saturne (planète)	https://fr.wikipedia.org/wiki/Saturne_(planète)
Saint-André-de-Cubzac	https://fr.wikipedia.org/wiki/Saint-André-de-Cubzac
Strasbourg	https://fr.wikipedia.org/wiki/Strasbourg
San Francisco	https://fr.wikipedia.org/wiki/San_Francisco
Thaïlande	https://fr.wikipedia.org/wiki/Thaïlande
Tarn (département)	https://fr.wikipedia.org/wiki/Tarn_(département)
Tarn-et-Garonne	https://fr.wikipedia.org/wiki/Tarn-et-Garonne
Territoire de Belfort	https://fr.wikipedia.org/wiki/Territoire_de
Texas	https://fr.wikipedia.org/wiki/Texas
Tell Basta	https://fr.wikipedia.org/wiki/Tell_Basta
Tim Burton	https://fr.wikipedia.org/wiki/Tim_Burton
Toulouse	https://fr.wikipedia.org/wiki/Toulouse
Tinos	https://fr.wikipedia.org/wiki/Tinos
Tanzanie	https://fr.wikipedia.org/wiki/Tanzanie
Tunisie	https://fr.wikipedia.org/wiki/Tunisie
Terre	https://fr.wikipedia.org/wiki/Terre
Ukraine	https://fr.wikipedia.org/wiki/Ukraine
Uruguay	https://fr.wikipedia.org/wiki/Uruguay
Utah	https://fr.wikipedia.org/wiki/Utah
Uranus (planète)	https://fr.wikipedia.org/wiki/Uranus_(planète)
Var (département)	https://fr.wikipedia.org/wiki/Var_(département)
Vosges (département)	https://fr.wikipedia.org/wiki/Vosges_(département)
Venezuela	https://fr.wikipedia.org/wiki/Venezuela
Valentigney	https://fr.wikipedia.org/wiki/Valentigney
Varsovie	https://fr.wikipedia.org/wiki/Varsovie
Val-de-Marne	https://fr.wikipedia.org/wiki/Val-de-Marne
World Trade Center	https://fr.wikipedia.org/wiki/World_Trade
Yvelines	https://fr.wikipedia.org/wiki/Yvelines
Yonne (département)	https://fr.wikipedia.org/wiki/Yonne_(département)
Yokohama	https://fr.wikipedia.org/wiki/Yokohama
Zimbabwe	https://fr.wikipedia.org/wiki/Zimbabwe
Zambie	https://fr.wikipedia.org/wiki/Zambie
Attentats du 11 septembre 2001	https://fr.wikipedia.org/wiki/Attentats_du
Équateur (pays)	https://fr.wikipedia.org/wiki/Équateur_(pays)
Égypte	https://fr.wikipedia.org/wiki/Égypte
Émirats arabes unis	https://fr.wikipedia.org/wiki/Émirats_arabes
Érythrée	https://fr.wikipedia.org/wiki/Érythrée
Vannes	https://fr.wikipedia.org/wiki/Vannes
Pierre de Rosette	https://fr.wikipedia.org/wiki/Pierre_de
Gouvernement de la République française	https://fr.wikipedia.org/wiki/Gouvernement_de
Paraguay	https://fr.wikipedia.org/wiki/Paraguay
Florence	https://fr.wikipedia.org/wiki/Florence
Kirghizistan	https://fr.wikipedia.org/wiki/Kirghizistan
Tchad	https://fr.wikipedia.org/wiki/Tchad
Caroline du Nord	https://fr.wikipedia.org/wiki/Caroline_du
Université de technologie de Compiègne	https://fr.wikipedia.org/wiki/Université_de
Réserve fédérale des États-Unis	https://fr.wikipedia.org/wiki/Réserve_fédérale
Mercure (planète)	https://fr.wikipedia.org/wiki/Mercure_(planète)
Londres	https://fr.wikipedia.org/wiki/Londres
Angleterre	https://fr.wikipedia.org/wiki/Angleterre
Nara	https://fr.wikipedia.org/wiki/Nara
Roumanie	https://fr.wikipedia.org/wiki/Roumanie
Monterrey	https://fr.wikipedia.org/wiki/Monterrey
Acapulco	https://fr.wikipedia.org/wiki/Acapulco
Guerrero	https://fr.wikipedia.org/wiki/Guerrero
Laos	https://fr.wikipedia.org/wiki/Laos
Nigeria	https://fr.wikipedia.org/wiki/Nigeria
Liberia	https://fr.wikipedia.org/wiki/Liberia
Monaco	https://fr.wikipedia.org/wiki/Monaco
